Time [s];Position [°];Current [A];Voltage [V];;;;;;
3,173;253,125;0,000;-0,004;;;;;;
3,174;253,125;0,000;-0,004;;;;;;
3,175;253,125;0,000;0,004;;;;;;
3,176;253,125;0,000;0,004;;;;;;
3,177;253,037;0,000;0,000;;;;;;
3,178;253,037;0,000;0,000;;;;;;
3,179;253,125;0,000;0,000;;;;;;
3,18;253,125;0,000;0,000;;;;;;
3,181;253,125;0,000;0,000;;;;;;
3,182;253,125;0,000;0,000;;;;;;
3,183;253,037;0,000;0,000;;;;;;
3,184;253,037;0,000;0,000;;;;;;
3,185;253,125;0,000;0,000;;;;;;
3,186;253,125;0,000;0,000;;;;;;
3,187;253,037;0,000;-0,004;;;;;;
3,188;253,037;0,000;-0,004;;;;;;
3,189;253,037;0,000;0,000;;;;;;
3,19;253,037;0,000;0,000;;;;;;
3,191;253,037;0,000;0,000;;;;;;
3,192;253,037;0,000;0,000;;;;;;
3,193;253,037;0,000;-0,004;;;;;;
3,194;253,037;0,000;-0,004;;;;;;
3,195;253,037;0,000;-0,004;;;;;;
3,196;253,037;0,000;-0,004;;;;;;
3,197;253,037;0,000;0,000;;;;;;
3,198;253,037;0,000;0,000;;;;;;
3,199;253,037;0,000;0,000;;;;;;
3,2;253,037;0,000;0,000;;;;;;
3,201;253,037;0,000;0,000;;;;;;
3,202;253,037;0,000;0,000;;;;;;
3,203;253,037;0,000;0,000;;;;;;
3,204;253,037;0,000;0,000;;;;;;
3,205;253,125;0,000;0,000;;;;;;
3,206;253,125;0,000;0,000;;;;;;
3,207;253,037;0,000;-0,004;;;;;;
3,208;253,037;0,000;-0,004;;;;;;
3,209;253,125;0,000;0,000;;;;;;
3,21;253,125;0,000;0,000;;;;;;
3,211;253,037;0,000;0,008;;;;;;
3,212;253,037;0,000;0,008;;;;;;
3,213;253,125;0,000;0,000;;;;;;
3,214;253,125;0,000;0,000;;;;;;
3,215;253,125;0,000;0,004;;;;;;
3,216;253,125;0,000;0,004;;;;;;
3,217;253,125;0,000;0,004;;;;;;
3,218;253,125;0,000;0,004;;;;;;
3,219;253,125;0,000;0,000;;;;;;
3,22;253,125;0,000;0,000;;;;;;
3,221;253,125;0,000;-0,004;;;;;;
3,222;253,125;0,000;-0,004;;;;;;
3,223;253,125;0,000;0,000;;;;;;
3,224;253,125;0,000;0,000;;;;;;
3,225;253,125;0,000;0,000;;;;;;
3,226;253,125;0,000;0,000;;;;;;
3,227;253,125;0,000;0,000;;;;;;
3,228;253,125;0,000;0,000;;;;;;
3,229;253,125;0,000;0,000;;;;;;
3,23;253,125;0,000;0,000;;;;;;
3,231;253,125;0,000;0,004;;;;;;
3,232;253,125;0,000;0,004;;;;;;
3,233;253,125;0,000;0,000;;;;;;
3,234;253,125;0,000;0,000;;;;;;
3,235;253,125;0,000;0,000;;;;;;
3,236;253,125;0,000;0,000;;;;;;
3,237;253,125;0,000;0,000;;;;;;
3,238;253,125;0,000;0,000;;;;;;
3,239;253,125;0,000;0,000;;;;;;
3,24;253,125;0,000;0,000;;;;;;
3,241;253,125;0,000;0,000;;;;;;
3,242;253,125;0,000;0,000;;;;;;
3,243;253,125;0,000;0,004;;;;;;
3,244;253,125;0,000;0,004;;;;;;
3,245;253,125;0,000;0,004;;;;;;
3,246;253,125;0,000;0,004;;;;;;
3,247;253,125;0,000;0,000;;;;;;
3,248;253,125;0,000;0,000;;;;;;
3,249;253,125;0,000;0,000;;;;;;
3,25;253,125;0,000;0,000;;;;;;
3,251;253,125;0,000;0,004;;;;;;
3,252;253,125;0,000;0,004;;;;;;
3,253;253,125;0,000;-0,004;;;;;;
3,254;253,125;0,000;-0,004;;;;;;
3,255;253,125;0,000;0,000;;;;;;
3,256;253,125;0,000;0,000;;;;;;
3,257;253,125;0,000;0,000;;;;;;
3,258;253,125;0,000;0,000;;;;;;
3,259;253,125;0,000;0,004;;;;;;
3,26;253,125;0,000;0,004;;;;;;
3,261;253,125;0,000;-0,004;;;;;;
3,262;253,125;0,000;-0,004;;;;;;
3,263;253,037;0,000;0,000;;;;;;
3,264;253,037;0,000;0,000;;;;;;
3,265;253,125;0,000;0,000;;;;;;
3,266;253,125;0,000;0,000;;;;;;
3,267;253,037;0,000;-0,004;;;;;;
3,268;253,037;0,000;-0,004;;;;;;
3,269;253,037;0,000;0,000;;;;;;
3,27;253,037;0,000;0,000;;;;;;
3,271;253,037;0,000;0,004;;;;;;
3,272;253,037;0,000;0,004;;;;;;
3,273;253,037;0,000;0,004;;;;;;
3,274;253,037;0,000;0,004;;;;;;
3,275;253,037;0,000;0,000;;;;;;
3,276;253,037;0,000;0,000;;;;;;
3,277;253,037;0,000;0,000;;;;;;
3,278;253,037;0,000;0,000;;;;;;
3,279;253,037;0,000;0,000;;;;;;
3,28;253,037;0,000;0,000;;;;;;
3,281;253,037;0,000;-0,004;;;;;;
3,282;253,037;0,000;-0,004;;;;;;
3,283;253,037;0,000;0,000;;;;;;
3,284;253,037;0,000;0,000;;;;;;
3,285;253,037;0,000;0,000;;;;;;
3,286;253,037;0,000;0,000;;;;;;
3,287;253,037;0,000;0,004;;;;;;
3,288;253,037;0,000;0,004;;;;;;
3,289;253,037;0,000;0,008;;;;;;
3,29;253,037;0,000;0,008;;;;;;
3,291;253,037;0,000;0,000;;;;;;
3,292;253,037;0,000;0,000;;;;;;
3,293;253,037;0,000;0,000;;;;;;
3,294;253,037;0,000;0,000;;;;;;
3,295;253,125;0,000;0,000;;;;;;
3,296;253,125;0,000;0,000;;;;;;
3,297;253,125;-0,061;-1,992;;;;;;
3,298;253,125;-0,061;-1,992;;;;;;
3,299;253,125;-0,872;-2,768;;;;;;
3,3;253,125;-0,872;-2,768;;;;;;
3,301;253,125;-0,904;-2,656;;;;;;
3,302;253,125;-0,904;-2,656;;;;;;
3,303;253,125;-0,871;-2,776;;;;;;
3,304;253,125;-0,871;-2,776;;;;;;
3,305;253,125;-0,821;-2,908;;;;;;
3,306;253,125;-0,821;-2,908;;;;;;
3,307;253,125;-0,838;-2,880;;;;;;
3,308;253,125;-0,838;-2,880;;;;;;
3,309;253,125;-0,838;-2,940;;;;;;
3,31;253,125;-0,838;-2,940;;;;;;
3,311;253,125;-0,812;-2,976;;;;;;
3,312;253,125;-0,812;-2,976;;;;;;
3,313;253,125;-0,737;-3,040;;;;;;
3,314;253,125;-0,737;-3,040;;;;;;
3,315;253,125;-0,781;-3,064;;;;;;
3,316;253,125;-0,781;-3,064;;;;;;
3,317;253,213;-0,737;-3,196;;;;;;
3,318;253,213;-0,737;-3,196;;;;;;
3,319;253,301;-0,736;-3,156;;;;;;
3,32;253,301;-0,736;-3,156;;;;;;
3,321;253,477;-0,733;-3,204;;;;;;
3,322;253,477;-0,733;-3,204;;;;;;
3,323;253,564;-0,701;-3,228;;;;;;
3,324;253,564;-0,701;-3,228;;;;;;
3,325;253,652;-0,708;-3,396;;;;;;
3,326;253,652;-0,708;-3,396;;;;;;
3,327;253,828;-0,693;-3,320;;;;;;
3,328;253,828;-0,693;-3,320;;;;;;
3,329;254,004;-0,615;-3,512;;;;;;
3,33;254,004;-0,615;-3,512;;;;;;
3,331;254,092;-0,654;-3,408;;;;;;
3,332;254,092;-0,654;-3,408;;;;;;
3,333;254,268;-0,650;-3,412;;;;;;
3,334;254,268;-0,650;-3,412;;;;;;
3,335;254,443;-0,597;-3,552;;;;;;
3,336;254,443;-0,597;-3,552;;;;;;
3,337;254,619;-0,627;-3,616;;;;;;
3,338;254,619;-0,627;-3,616;;;;;;
3,339;254,795;-0,615;-3,572;;;;;;
3,34;254,795;-0,615;-3,572;;;;;;
3,341;254,971;-0,600;-3,548;;;;;;
3,342;254,971;-0,600;-3,548;;;;;;
3,343;255,146;-0,573;-3,620;;;;;;
3,344;255,146;-0,573;-3,620;;;;;;
3,345;255,322;-0,558;-3,652;;;;;;
3,346;255,322;-0,558;-3,652;;;;;;
3,347;255,410;-0,528;-3,692;;;;;;
3,348;255,410;-0,528;-3,692;;;;;;
3,349;255,674;-0,518;-3,720;;;;;;
3,35;255,674;-0,518;-3,720;;;;;;
3,351;255,850;-0,527;-3,796;;;;;;
3,352;255,850;-0,527;-3,796;;;;;;
3,353;256,025;-0,511;-3,804;;;;;;
3,354;256,025;-0,511;-3,804;;;;;;
3,355;256,201;-0,497;-3,852;;;;;;
3,356;256,201;-0,497;-3,852;;;;;;
3,357;256,377;-0,490;-3,904;;;;;;
3,358;256,377;-0,490;-3,904;;;;;;
3,359;256,553;-0,481;-3,888;;;;;;
3,36;256,553;-0,481;-3,888;;;;;;
3,361;256,729;-0,478;-3,880;;;;;;
3,362;256,729;-0,478;-3,880;;;;;;
3,363;256,904;-0,439;-3,872;;;;;;
3,364;256,904;-0,439;-3,872;;;;;;
3,365;257,168;-0,462;-3,932;;;;;;
3,366;257,168;-0,462;-3,932;;;;;;
3,367;257,344;-0,442;-3,896;;;;;;
3,368;257,344;-0,442;-3,896;;;;;;
3,369;257,607;-0,450;-3,940;;;;;;
3,37;257,607;-0,450;-3,940;;;;;;
3,371;257,783;-0,463;-3,876;;;;;;
3,372;257,783;-0,463;-3,876;;;;;;
3,373;258,047;-0,417;-3,996;;;;;;
3,374;258,047;-0,417;-3,996;;;;;;
3,375;258,311;-0,425;-4,036;;;;;;
3,376;258,311;-0,425;-4,036;;;;;;
3,377;258,486;-0,394;-3,980;;;;;;
3,378;258,486;-0,394;-3,980;;;;;;
3,379;258,750;-0,423;-4,000;;;;;;
3,38;258,750;-0,423;-4,000;;;;;;
3,381;259,014;-0,417;-4,040;;;;;;
3,382;259,014;-0,417;-4,040;;;;;;
3,383;259,277;-0,391;-4,068;;;;;;
3,384;259,277;-0,391;-4,068;;;;;;
3,385;259,541;-0,388;-4,040;;;;;;
3,386;259,541;-0,388;-4,040;;;;;;
3,387;259,805;-0,390;-4,048;;;;;;
3,388;259,805;-0,390;-4,048;;;;;;
3,389;260,156;-0,397;-4,140;;;;;;
3,39;260,156;-0,397;-4,140;;;;;;
3,391;260,420;-0,359;-4,084;;;;;;
3,392;260,420;-0,359;-4,084;;;;;;
3,393;260,771;-0,377;-4,120;;;;;;
3,394;260,771;-0,377;-4,120;;;;;;
3,395;261,035;-0,360;-4,168;;;;;;
3,396;261,035;-0,360;-4,168;;;;;;
3,397;261,387;-0,366;-4,184;;;;;;
3,398;261,387;-0,366;-4,184;;;;;;
3,399;261,650;-0,357;-4,172;;;;;;
3,4;261,650;-0,357;-4,172;;;;;;
3,401;261,914;-0,346;-4,220;;;;;;
3,402;261,914;-0,346;-4,220;;;;;;
3,403;262,178;-0,319;-4,168;;;;;;
3,404;262,178;-0,319;-4,168;;;;;;
3,405;262,441;-0,350;-4,268;;;;;;
3,406;262,441;-0,350;-4,268;;;;;;
3,407;262,705;-0,317;-4,164;;;;;;
3,408;262,705;-0,317;-4,164;;;;;;
3,409;262,969;-0,344;-4,228;;;;;;
3,41;262,969;-0,344;-4,228;;;;;;
3,411;263,232;-0,317;-4,228;;;;;;
3,412;263,232;-0,317;-4,228;;;;;;
3,413;263,496;-0,312;-4,264;;;;;;
3,414;263,496;-0,312;-4,264;;;;;;
3,415;263,760;-0,322;-4,276;;;;;;
3,416;263,760;-0,322;-4,276;;;;;;
3,417;264,023;-0,306;-4,220;;;;;;
3,418;264,023;-0,306;-4,220;;;;;;
3,419;264,287;-0,317;-4,308;;;;;;
3,42;264,287;-0,317;-4,308;;;;;;
3,421;264,551;-0,303;-4,256;;;;;;
3,422;264,551;-0,303;-4,256;;;;;;
3,423;264,814;-0,291;-4,280;;;;;;
3,424;264,814;-0,291;-4,280;;;;;;
3,425;265,166;-0,310;-4,300;;;;;;
3,426;265,166;-0,310;-4,300;;;;;;
3,427;265,430;-0,284;-4,288;;;;;;
3,428;265,430;-0,284;-4,288;;;;;;
3,429;265,693;-0,281;-4,284;;;;;;
3,43;265,693;-0,281;-4,284;;;;;;
3,431;266,045;-0,299;-4,364;;;;;;
3,432;266,045;-0,299;-4,364;;;;;;
3,433;266,396;-0,290;-4,300;;;;;;
3,434;266,396;-0,290;-4,300;;;;;;
3,435;266,748;-0,263;-4,328;;;;;;
3,436;266,748;-0,263;-4,328;;;;;;
3,437;267,012;-0,291;-4,404;;;;;;
3,438;267,012;-0,291;-4,404;;;;;;
3,439;267,363;-0,276;-4,328;;;;;;
3,44;267,363;-0,276;-4,328;;;;;;
3,441;267,715;-0,263;-4,340;;;;;;
3,442;267,715;-0,263;-4,340;;;;;;
3,443;267,979;-0,268;-4,372;;;;;;
3,444;267,979;-0,268;-4,372;;;;;;
3,445;268,242;-0,270;-4,424;;;;;;
3,446;268,242;-0,270;-4,424;;;;;;
3,447;268,594;-0,264;-4,328;;;;;;
3,448;268,594;-0,264;-4,328;;;;;;
3,449;268,945;-0,238;-4,372;;;;;;
3,45;268,945;-0,238;-4,372;;;;;;
3,451;269,209;-0,272;-4,436;;;;;;
3,452;269,209;-0,272;-4,436;;;;;;
3,453;269,473;-0,259;-4,392;;;;;;
3,454;269,473;-0,259;-4,392;;;;;;
3,455;269,824;-0,256;-4,368;;;;;;
3,456;269,824;-0,256;-4,368;;;;;;
3,457;270,088;-0,231;-4,376;;;;;;
3,458;270,088;-0,231;-4,376;;;;;;
3,459;270,352;-0,257;-4,424;;;;;;
3,46;270,352;-0,257;-4,424;;;;;;
3,461;270,703;-0,256;-4,424;;;;;;
3,462;270,703;-0,256;-4,424;;;;;;
3,463;270,967;-0,257;-4,396;;;;;;
3,464;270,967;-0,257;-4,396;;;;;;
3,465;271,318;-0,223;-4,384;;;;;;
3,466;271,318;-0,223;-4,384;;;;;;
3,467;271,582;-0,229;-4,436;;;;;;
3,468;271,582;-0,229;-4,436;;;;;;
3,469;271,934;-0,259;-4,440;;;;;;
3,47;271,934;-0,259;-4,440;;;;;;
3,471;272,285;-0,246;-4,472;;;;;;
3,472;272,285;-0,246;-4,472;;;;;;
3,473;272,549;-0,226;-4,412;;;;;;
3,474;272,549;-0,226;-4,412;;;;;;
3,475;272,900;-0,211;-4,428;;;;;;
3,476;272,900;-0,211;-4,428;;;;;;
3,477;273,252;-0,231;-4,416;;;;;;
3,478;273,252;-0,231;-4,416;;;;;;
3,479;273,604;-0,237;-4,484;;;;;;
3,48;273,604;-0,237;-4,484;;;;;;
3,481;273,955;-0,235;-4,508;;;;;;
3,482;273,955;-0,235;-4,508;;;;;;
3,483;274,219;-0,229;-4,452;;;;;;
3,484;274,219;-0,229;-4,452;;;;;;
3,485;274,570;-0,217;-4,436;;;;;;
3,486;274,570;-0,217;-4,436;;;;;;
3,487;274,922;-0,204;-4,440;;;;;;
3,488;274,922;-0,204;-4,440;;;;;;
3,489;275,186;-0,204;-4,484;;;;;;
3,49;275,186;-0,204;-4,484;;;;;;
3,491;275,537;-0,232;-4,468;;;;;;
3,492;275,537;-0,232;-4,468;;;;;;
3,493;275,801;-0,227;-4,520;;;;;;
3,494;275,801;-0,227;-4,520;;;;;;
3,495;276,152;-0,221;-4,512;;;;;;
3,496;276,152;-0,221;-4,512;;;;;;
3,497;276,416;-0,217;-4,440;;;;;;
3,498;276,416;-0,217;-4,440;;;;;;
3,499;276,768;-0,195;-4,448;;;;;;
3,5;276,768;-0,195;-4,448;;;;;;
3,501;277,119;-0,199;-4,468;;;;;;
3,502;277,119;-0,199;-4,468;;;;;;
3,503;277,383;-0,201;-4,492;;;;;;
3,504;277,383;-0,201;-4,492;;;;;;
3,505;277,734;-0,225;-4,488;;;;;;
3,506;277,734;-0,225;-4,488;;;;;;
3,507;278,086;-0,221;-4,532;;;;;;
3,508;278,086;-0,221;-4,532;;;;;;
3,509;278,350;-0,216;-4,528;;;;;;
3,51;278,350;-0,216;-4,528;;;;;;
3,511;278,613;-0,212;-4,484;;;;;;
3,512;278,613;-0,212;-4,484;;;;;;
3,513;278,965;-0,191;-4,492;;;;;;
3,514;278,965;-0,191;-4,492;;;;;;
3,515;279,316;-0,185;-4,488;;;;;;
3,516;279,316;-0,185;-4,488;;;;;;
3,517;279,668;-0,185;-4,512;;;;;;
3,518;279,668;-0,185;-4,512;;;;;;
3,519;280,020;-0,202;-4,500;;;;;;
3,52;280,020;-0,202;-4,500;;;;;;
3,521;280,371;-0,200;-4,532;;;;;;
3,522;280,371;-0,200;-4,532;;;;;;
3,523;280,723;-0,203;-4,552;;;;;;
3,524;280,723;-0,203;-4,552;;;;;;
3,525;280,986;-0,211;-4,540;;;;;;
3,526;280,986;-0,211;-4,540;;;;;;
3,527;281,338;-0,199;-4,560;;;;;;
3,528;281,338;-0,199;-4,560;;;;;;
3,529;281,689;-0,194;-4,540;;;;;;
3,53;281,689;-0,194;-4,540;;;;;;
3,531;282,041;-0,189;-4,528;;;;;;
3,532;282,041;-0,189;-4,528;;;;;;
3,533;282,393;-0,193;-4,520;;;;;;
3,534;282,393;-0,193;-4,520;;;;;;
3,535;282,744;-0,183;-4,520;;;;;;
3,536;282,744;-0,183;-4,520;;;;;;
3,537;283,096;-0,177;-4,532;;;;;;
3,538;283,096;-0,177;-4,532;;;;;;
3,539;283,359;-0,190;-4,520;;;;;;
3,54;283,359;-0,190;-4,520;;;;;;
3,541;283,711;-0,186;-4,540;;;;;;
3,542;283,711;-0,186;-4,540;;;;;;
3,543;283,975;-0,187;-4,552;;;;;;
3,544;283,975;-0,187;-4,552;;;;;;
3,545;284,326;-0,193;-4,548;;;;;;
3,546;284,326;-0,193;-4,548;;;;;;
3,547;284,678;-0,195;-4,576;;;;;;
3,548;284,678;-0,195;-4,576;;;;;;
3,549;285,029;-0,193;-4,576;;;;;;
3,55;285,029;-0,193;-4,576;;;;;;
3,551;285,381;-0,186;-4,560;;;;;;
3,552;285,381;-0,186;-4,560;;;;;;
3,553;285,732;-0,192;-4,572;;;;;;
3,554;285,732;-0,192;-4,572;;;;;;
3,555;286,084;-0,184;-4,564;;;;;;
3,556;286,084;-0,184;-4,564;;;;;;
3,557;286,348;-0,176;-4,572;;;;;;
3,558;286,348;-0,176;-4,572;;;;;;
3,559;286,787;-0,183;-4,548;;;;;;
3,56;286,787;-0,183;-4,548;;;;;;
3,561;287,139;-0,171;-4,560;;;;;;
3,562;287,139;-0,171;-4,560;;;;;;
3,563;287,402;-0,171;-4,568;;;;;;
3,564;287,402;-0,171;-4,568;;;;;;
3,565;287,754;-0,178;-4,552;;;;;;
3,566;287,754;-0,178;-4,552;;;;;;
3,567;288,105;-0,168;-4,560;;;;;;
3,568;288,105;-0,168;-4,560;;;;;;
3,569;288,457;-0,169;-4,564;;;;;;
3,57;288,457;-0,169;-4,564;;;;;;
3,571;288,809;-0,175;-4,564;;;;;;
3,572;288,809;-0,175;-4,564;;;;;;
3,573;289,160;-0,173;-4,552;;;;;;
3,574;289,160;-0,173;-4,552;;;;;;
3,575;289,512;-0,169;-4,568;;;;;;
3,576;289,512;-0,169;-4,568;;;;;;
3,577;289,775;-0,165;-4,596;;;;;;
3,578;289,775;-0,165;-4,596;;;;;;
3,579;290,039;-0,179;-4,568;;;;;;
3,58;290,039;-0,179;-4,568;;;;;;
3,581;290,391;-0,174;-4,588;;;;;;
3,582;290,391;-0,174;-4,588;;;;;;
3,583;290,742;-0,169;-4,608;;;;;;
3,584;290,742;-0,169;-4,608;;;;;;
3,585;291,006;-0,176;-4,580;;;;;;
3,586;291,006;-0,176;-4,580;;;;;;
3,587;291,357;-0,170;-4,592;;;;;;
3,588;291,357;-0,170;-4,592;;;;;;
3,589;291,709;-0,173;-4,592;;;;;;
3,59;291,709;-0,173;-4,592;;;;;;
3,591;292,061;-0,166;-4,584;;;;;;
3,592;292,061;-0,166;-4,584;;;;;;
3,593;292,324;-0,171;-4,608;;;;;;
3,594;292,324;-0,171;-4,608;;;;;;
3,595;292,764;-0,171;-4,600;;;;;;
3,596;292,764;-0,171;-4,600;;;;;;
3,597;293,115;-0,165;-4,592;;;;;;
3,598;293,115;-0,165;-4,592;;;;;;
3,599;293,467;-0,169;-4,596;;;;;;
3,6;293,467;-0,169;-4,596;;;;;;
3,601;293,818;-0,168;-4,604;;;;;;
3,602;293,818;-0,168;-4,604;;;;;;
3,603;294,170;-0,162;-4,612;;;;;;
3,604;294,170;-0,162;-4,612;;;;;;
3,605;294,521;-0,172;-4,588;;;;;;
3,606;294,521;-0,172;-4,588;;;;;;
3,607;294,873;-0,167;-4,608;;;;;;
3,608;294,873;-0,167;-4,608;;;;;;
3,609;295,225;-0,164;-4,616;;;;;;
3,61;295,225;-0,164;-4,616;;;;;;
3,611;295,576;-0,170;-4,592;;;;;;
3,612;295,576;-0,170;-4,592;;;;;;
3,613;295,840;-0,166;-4,608;;;;;;
3,614;295,840;-0,166;-4,608;;;;;;
3,615;296,191;-0,164;-4,608;;;;;;
3,616;296,191;-0,164;-4,608;;;;;;
3,617;296,543;-0,168;-4,592;;;;;;
3,618;296,543;-0,168;-4,592;;;;;;
3,619;296,807;-0,170;-4,608;;;;;;
3,62;296,807;-0,170;-4,608;;;;;;
3,621;297,158;-0,166;-4,596;;;;;;
3,622;297,158;-0,166;-4,596;;;;;;
3,623;297,422;-0,160;-4,600;;;;;;
3,624;297,422;-0,160;-4,600;;;;;;
3,625;297,773;-0,166;-4,620;;;;;;
3,626;297,773;-0,166;-4,620;;;;;;
3,627;298,125;-0,165;-4,604;;;;;;
3,628;298,125;-0,165;-4,604;;;;;;
3,629;298,389;-0,157;-4,620;;;;;;
3,63;298,389;-0,157;-4,620;;;;;;
3,631;298,740;-0,165;-4,600;;;;;;
3,632;298,740;-0,165;-4,600;;;;;;
3,633;299,180;-0,160;-4,608;;;;;;
3,634;299,180;-0,160;-4,608;;;;;;
3,635;299,531;-0,157;-4,624;;;;;;
3,636;299,531;-0,157;-4,624;;;;;;
3,637;299,883;-0,161;-4,604;;;;;;
3,638;299,883;-0,161;-4,604;;;;;;
3,639;300,322;-0,156;-4,612;;;;;;
3,64;300,322;-0,156;-4,612;;;;;;
3,641;300,674;-0,155;-4,616;;;;;;
3,642;300,674;-0,155;-4,616;;;;;;
3,643;301,025;-0,160;-4,604;;;;;;
3,644;301,025;-0,160;-4,604;;;;;;
3,645;301,377;-0,155;-4,616;;;;;;
3,646;301,377;-0,155;-4,616;;;;;;
3,647;301,729;-0,161;-4,600;;;;;;
3,648;301,729;-0,161;-4,600;;;;;;
3,649;302,080;-0,156;-4,604;;;;;;
3,65;302,080;-0,160;-4,604;;;;;;
3,651;302,432;-0,160;-4,612;;;;;;
3,652;302,432;-0,160;-4,612;;;;;;
3,653;302,783;-0,159;-4,596;;;;;;
3,654;302,783;-0,159;-4,596;;;;;;
3,655;303,135;-0,157;-4,612;;;;;;
3,656;303,135;-0,157;-4,612;;;;;;
3,657;303,486;-0,160;-4,608;;;;;;
3,658;303,486;-0,160;-4,608;;;;;;
3,659;303,838;-0,153;-4,604;;;;;;
3,66;303,838;-0,153;-4,604;;;;;;
3,661;304,189;-0,148;-4,616;;;;;;
3,662;304,189;-0,148;-4,616;;;;;;
3,663;304,453;-0,159;-4,604;;;;;;
3,664;304,453;-0,159;-4,604;;;;;;
3,665;304,893;-0,152;-4,620;;;;;;
3,666;304,893;-0,152;-4,620;;;;;;
3,667;305,244;-0,152;-4,636;;;;;;
3,668;305,244;-0,152;-4,636;;;;;;
3,669;305,596;-0,157;-4,608;;;;;;
3,67;305,596;-0,157;-4,608;;;;;;
3,671;306,035;-0,151;-4,620;;;;;;
3,672;306,035;-0,151;-4,620;;;;;;
3,673;306,475;-0,155;-4,624;;;;;;
3,674;306,475;-0,155;-4,624;;;;;;
3,675;306,826;-0,159;-4,608;;;;;;
3,676;306,826;-0,159;-4,608;;;;;;
3,677;307,178;-0,151;-4,624;;;;;;
3,678;307,178;-0,151;-4,624;;;;;;
3,679;307,617;-0,154;-4,612;;;;;;
3,68;307,617;-0,154;-4,612;;;;;;
3,681;307,969;-0,155;-4,600;;;;;;
3,682;307,969;-0,155;-4,600;;;;;;
3,683;308,320;-0,155;-4,620;;;;;;
3,684;308,320;-0,155;-4,620;;;;;;
3,685;308,672;-0,156;-4,608;;;;;;
3,686;308,672;-0,156;-4,608;;;;;;
3,687;308,936;-0,152;-4,612;;;;;;
3,688;308,936;-0,152;-4,612;;;;;;
3,689;309,287;-0,162;-4,632;;;;;;
3,69;309,287;-0,162;-4,632;;;;;;
3,691;309,639;-0,157;-4,616;;;;;;
3,692;309,639;-0,157;-4,616;;;;;;
3,693;309,990;-0,152;-4,632;;;;;;
3,694;309,990;-0,152;-4,632;;;;;;
3,695;310,342;-0,163;-4,632;;;;;;
3,696;310,342;-0,163;-4,632;;;;;;
3,697;310,781;-0,159;-4,632;;;;;;
3,698;310,781;-0,159;-4,632;;;;;;
3,699;311,133;-0,158;-4,652;;;;;;
3,7;311,133;-0,158;-4,652;;;;;;
3,701;311,572;-0,163;-4,624;;;;;;
3,702;311,572;-0,163;-4,624;;;;;;
3,703;311,924;-0,161;-4,644;;;;;;
3,704;311,924;-0,161;-4,644;;;;;;
3,705;312,275;-0,160;-4,656;;;;;;
3,706;312,275;-0,160;-4,656;;;;;;
3,707;312,715;-0,161;-4,628;;;;;;
3,708;312,715;-0,161;-4,628;;;;;;
3,709;313,066;-0,156;-4,644;;;;;;
3,71;313,066;-0,156;-4,644;;;;;;
3,711;313,506;-0,162;-4,648;;;;;;
3,712;313,506;-0,162;-4,648;;;;;;
3,713;313,945;-0,159;-4,628;;;;;;
3,714;313,945;-0,159;-4,628;;;;;;
3,715;314,385;-0,153;-4,648;;;;;;
3,716;314,385;-0,153;-4,648;;;;;;
3,717;314,736;-0,160;-4,632;;;;;;
3,718;314,736;-0,160;-4,632;;;;;;
3,719;315,088;-0,152;-4,624;;;;;;
3,72;315,088;-0,152;-4,624;;;;;;
3,721;315,439;-0,145;-4,640;;;;;;
3,722;315,439;-0,145;-4,640;;;;;;
3,723;315,791;-0,150;-4,628;;;;;;
3,724;315,791;-0,150;-4,628;;;;;;
3,725;316,230;-0,145;-4,632;;;;;;
3,726;316,230;-0,145;-4,632;;;;;;
3,727;316,582;-0,146;-4,624;;;;;;
3,728;316,582;-0,146;-4,624;;;;;;
3,729;317,021;-0,140;-4,628;;;;;;
3,73;317,021;-0,136;-4,628;;;;;;
3,731;317,461;-0,136;-4,632;;;;;;
3,732;317,461;-0,136;-4,632;;;;;;
3,733;317,813;-0,146;-4,620;;;;;;
3,734;317,813;-0,146;-4,620;;;;;;
3,735;318,252;-0,138;-4,616;;;;;;
3,736;318,252;-0,138;-4,616;;;;;;
3,737;318,691;-0,137;-4,636;;;;;;
3,738;318,691;-0,137;-4,636;;;;;;
3,739;319,043;-0,149;-4,628;;;;;;
3,74;319,043;-0,149;-4,628;;;;;;
3,741;319,482;-0,141;-4,640;;;;;;
3,742;319,482;-0,141;-4,640;;;;;;
3,743;319,922;-0,148;-4,648;;;;;;
3,744;319,922;-0,148;-4,648;;;;;;
3,745;320,361;-0,154;-4,636;;;;;;
3,746;320,361;-0,154;-4,636;;;;;;
3,747;320,801;-0,149;-4,660;;;;;;
3,748;320,801;-0,149;-4,660;;;;;;
3,749;321,240;-0,157;-4,668;;;;;;
3,75;321,240;-0,157;-4,668;;;;;;
3,751;321,680;-0,157;-4,644;;;;;;
3,752;321,680;-0,157;-4,644;;;;;;
3,753;322,031;-0,152;-4,676;;;;;;
3,754;322,031;-0,152;-4,676;;;;;;
3,755;322,383;-0,158;-4,652;;;;;;
3,756;322,383;-0,158;-4,652;;;;;;
3,757;322,822;-0,155;-4,640;;;;;;
3,758;322,822;-0,155;-4,640;;;;;;
3,759;323,174;-0,150;-4,672;;;;;;
3,76;323,174;-0,150;-4,672;;;;;;
3,761;323,613;-0,157;-4,648;;;;;;
3,762;323,613;-0,157;-4,648;;;;;;
3,763;324,053;-0,151;-4,632;;;;;;
