Time [s];Position [°];Current [A];Voltage [V];;;;;;
1,518;135,000;0,168;4,596;;;;;;
1,519;135,000;0,168;4,596;;;;;;
1,52;134,473;0,166;4,596;;;;;;
1,521;134,473;0,166;4,596;;;;;;
1,522;134,033;0,162;4,584;;;;;;
1,523;134,033;0,162;4,584;;;;;;
1,524;133,682;0,163;4,588;;;;;;
1,525;133,682;0,163;4,588;;;;;;
1,526;133,330;0,163;4,592;;;;;;
1,527;133,330;0,163;4,592;;;;;;
1,528;132,891;0,160;4,584;;;;;;
1,529;132,891;0,160;4,584;;;;;;
1,53;132,539;0,161;4,592;;;;;;
1,531;132,539;0,161;4,592;;;;;;
1,532;132,188;0,156;4,604;;;;;;
1,533;132,188;0,156;4,604;;;;;;
1,534;132,100;0,151;4,616;;;;;;
1,535;132,100;0,151;4,616;;;;;;
1,536;131,836;0,158;4,604;;;;;;
1,537;131,836;0,158;4,604;;;;;;
1,538;131,484;0,156;4,600;;;;;;
1,539;131,484;0,156;4,600;;;;;;
1,54;131,045;0,149;4,604;;;;;;
1,541;131,045;0,149;4,604;;;;;;
1,542;130,693;0,154;4,596;;;;;;
1,543;130,693;0,154;4,596;;;;;;
1,544;130,342;0,153;4,588;;;;;;
1,545;130,342;0,153;4,588;;;;;;
1,546;129,902;0,154;4,608;;;;;;
1,547;129,902;0,154;4,608;;;;;;
1,548;129,551;0,156;4,588;;;;;;
1,549;129,551;0,156;4,588;;;;;;
1,55;129,199;0,156;4,580;;;;;;
1,551;129,199;0,156;4,580;;;;;;
1,552;128,936;0,156;4,600;;;;;;
1,553;128,936;0,156;4,600;;;;;;
1,554;128,496;0,154;4,584;;;;;;
1,555;128,496;0,154;4,584;;;;;;
1,556;128,145;0,155;4,588;;;;;;
1,557;128,145;0,155;4,588;;;;;;
1,558;127,705;0,154;4,576;;;;;;
1,559;127,705;0,154;4,576;;;;;;
1,56;127,178;0,152;4,580;;;;;;
1,561;127,178;0,152;4,580;;;;;;
1,562;126,914;0,148;4,572;;;;;;
1,563;126,914;0,148;4,572;;;;;;
1,564;126,650;0,148;4,580;;;;;;
1,565;126,650;0,148;4,580;;;;;;
1,566;126,299;0,142;4,604;;;;;;
1,567;126,299;0,142;4,604;;;;;;
1,568;126,035;0,151;4,600;;;;;;
1,569;126,035;0,151;4,600;;;;;;
1,57;125,684;0,151;4,600;;;;;;
1,571;125,684;0,151;4,600;;;;;;
1,572;125,244;0,143;4,648;;;;;;
1,573;125,244;0,143;4,648;;;;;;
1,574;124,893;0,149;4,624;;;;;;
1,575;124,893;0,149;4,624;;;;;;
1,576;124,453;0,149;4,628;;;;;;
1,577;124,453;0,149;4,628;;;;;;
1,578;124,102;0,138;4,656;;;;;;
1,579;124,102;0,138;4,656;;;;;;
1,58;123,662;0,152;4,632;;;;;;
1,581;123,662;0,152;4,632;;;;;;
1,582;123,311;0,150;4,636;;;;;;
1,583;123,311;0,150;4,636;;;;;;
1,584;122,959;0,146;4,660;;;;;;
1,585;122,959;0,146;4,660;;;;;;
1,586;122,607;0,150;4,612;;;;;;
1,587;122,607;0,150;4,612;;;;;;
1,588;122,168;0,146;4,616;;;;;;
1,589;122,168;0,146;4,616;;;;;;
1,59;121,816;0,149;4,620;;;;;;
1,591;121,816;0,149;4,620;;;;;;
1,592;121,465;0,144;4,600;;;;;;
1,593;121,465;0,144;4,600;;;;;;
1,594;121,113;0,141;4,592;;;;;;
1,595;121,113;0,141;4,592;;;;;;
1,596;120,762;0,137;4,604;;;;;;
1,597;120,762;0,137;4,604;;;;;;
1,598;120,410;0,136;4,588;;;;;;
1,599;120,410;0,136;4,588;;;;;;
1,6;120,146;0,141;4,588;;;;;;
1,601;120,146;0,141;4,588;;;;;;
1,602;119,795;0,141;4,588;;;;;;
1,603;119,795;0,141;4,588;;;;;;
1,604;119,443;0,132;4,592;;;;;;
1,605;119,443;0,132;4,592;;;;;;
1,606;119,004;0,139;4,584;;;;;;
1,607;119,004;0,139;4,584;;;;;;
1,608;118,652;0,141;4,596;;;;;;
1,609;118,652;0,141;4,596;;;;;;
1,61;118,213;0,137;4,620;;;;;;
1,611;118,213;0,137;4,620;;;;;;
1,612;117,861;0,145;4,616;;;;;;
1,613;117,861;0,145;4,616;;;;;;
1,614;117,510;0,148;4,636;;;;;;
1,615;117,510;0,148;4,636;;;;;;
1,616;117,158;0,141;4,660;;;;;;
1,617;117,158;0,141;4,660;;;;;;
1,618;116,807;0,143;4,644;;;;;;
1,619;116,807;0,143;4,644;;;;;;
1,62;116,455;0,142;4,644;;;;;;
1,621;116,455;0,142;4,644;;;;;;
1,622;116,191;0,131;4,664;;;;;;
1,623;116,191;0,131;4,664;;;;;;
1,624;115,840;0,137;4,632;;;;;;
1,625;115,840;0,137;4,632;;;;;;
1,626;115,400;0,140;4,620;;;;;;
1,627;115,400;0,140;4,620;;;;;;
1,628;115,137;0,131;4,624;;;;;;
1,629;115,137;0,131;4,624;;;;;;
1,63;114,873;0,133;4,592;;;;;;
1,631;114,873;0,133;4,592;;;;;;
1,632;114,521;0,136;4,592;;;;;;
1,633;114,521;0,136;4,592;;;;;;
1,634;114,082;0,131;4,632;;;;;;
1,635;114,082;0,131;4,632;;;;;;
1,636;113,818;0,137;4,600;;;;;;
1,637;113,818;0,137;4,600;;;;;;
1,638;113,379;0,138;4,596;;;;;;
1,639;113,379;0,138;4,596;;;;;;
1,64;113,027;0,133;4,624;;;;;;
1,641;113,027;0,133;4,624;;;;;;
1,642;112,676;0,139;4,604;;;;;;
1,643;112,676;0,139;4,604;;;;;;
1,644;112,324;0,143;4,608;;;;;;
1,645;112,324;0,143;4,608;;;;;;
1,646;111,973;0,142;4,608;;;;;;
1,647;111,973;0,142;4,608;;;;;;
1,648;111,621;0,145;4,632;;;;;;
1,649;111,621;0,145;4,632;;;;;;
1,65;111,270;0,149;4,628;;;;;;
1,651;111,270;0,149;4,628;;;;;;
1,652;110,918;0,153;4,636;;;;;;
1,653;110,918;0,153;4,636;;;;;;
1,654;110,566;0,148;4,640;;;;;;
1,655;110,566;0,148;4,640;;;;;;
1,656;110,215;0,144;4,632;;;;;;
1,657;110,215;0,144;4,632;;;;;;
1,658;109,863;0,137;4,644;;;;;;
1,659;109,863;0,137;4,644;;;;;;
1,66;109,600;0,121;4,616;;;;;;
1,661;109,600;0,121;4,616;;;;;;
1,662;109,248;0,126;4,600;;;;;;
1,663;109,248;0,126;4,600;;;;;;
1,664;108,896;0,120;4,600;;;;;;
1,665;108,896;0,120;4,600;;;;;;
1,666;108,633;0,113;4,584;;;;;;
1,667;108,633;0,113;4,584;;;;;;
1,668;108,281;0,120;4,584;;;;;;
1,669;108,281;0,120;4,584;;;;;;
1,67;107,930;0,123;4,580;;;;;;
1,671;107,930;0,123;4,580;;;;;;
1,672;107,578;0,127;4,632;;;;;;
1,673;107,578;0,127;4,632;;;;;;
1,674;107,227;0,141;4,632;;;;;;
1,675;107,227;0,141;4,632;;;;;;
1,676;106,875;0,140;4,644;;;;;;
1,677;106,875;0,140;4,644;;;;;;
1,678;106,523;0,134;4,676;;;;;;
1,679;106,523;0,134;4,676;;;;;;
1,68;106,084;0,145;4,660;;;;;;
1,681;106,084;0,145;4,660;;;;;;
1,682;105,732;0,145;4,668;;;;;;
1,683;105,732;0,145;4,668;;;;;;
1,684;105,381;0,144;4,676;;;;;;
1,685;105,381;0,144;4,676;;;;;;
1,686;105,029;0,146;4,632;;;;;;
1,687;105,029;0,146;4,632;;;;;;
1,688;104,678;0,145;4,620;;;;;;
1,689;104,678;0,145;4,620;;;;;;
1,69;104,414;0,141;4,632;;;;;;
1,691;104,414;0,141;4,632;;;;;;
1,692;104,063;0,136;4,608;;;;;;
1,693;104,063;0,136;4,608;;;;;;
1,694;103,711;0,134;4,608;;;;;;
1,695;103,711;0,134;4,608;;;;;;
1,696;103,359;0,133;4,628;;;;;;
1,697;103,359;0,133;4,628;;;;;;
1,698;103,008;0,133;4,604;;;;;;
1,699;103,008;0,133;4,604;;;;;;
1,7;102,744;0,126;4,596;;;;;;
1,701;102,744;0,126;4,596;;;;;;
1,702;102,393;0,125;4,596;;;;;;
1,703;102,393;0,125;4,596;;;;;;
1,704;102,041;0,131;4,624;;;;;;
1,705;102,041;0,131;4,624;;;;;;
1,706;101,777;0,137;4,628;;;;;;
1,707;101,777;0,137;4,628;;;;;;
1,708;101,338;0,146;4,628;;;;;;
1,709;101,338;0,146;4,628;;;;;;
1,71;100,986;0,147;4,636;;;;;;
1,711;100,986;0,147;4,636;;;;;;
1,712;100,635;0,148;4,656;;;;;;
1,713;100,635;0,148;4,656;;;;;;
1,714;100,283;0,149;4,672;;;;;;
1,715;100,283;0,149;4,672;;;;;;
1,716;99,932;0,129;4,656;;;;;;
1,717;99,932;0,129;4,656;;;;;;
1,718;99,668;0,132;4,636;;;;;;
1,719;99,668;0,132;4,636;;;;;;
1,72;99,316;0,126;4,608;;;;;;
1,721;99,316;0,126;4,608;;;;;;
1,722;98,965;0,114;4,608;;;;;;
1,723;98,965;0,114;4,608;;;;;;
1,724;98,701;0,121;4,600;;;;;;
1,725;98,701;0,121;4,600;;;;;;
1,726;98,350;0,114;4,580;;;;;;
1,727;98,350;0,114;4,580;;;;;;
1,728;97,998;0,116;4,648;;;;;;
1,729;97,998;0,116;4,648;;;;;;
1,73;97,734;0,131;4,636;;;;;;
1,731;97,734;0,131;4,636;;;;;;
1,732;97,383;0,135;4,648;;;;;;
1,733;97,383;0,135;4,648;;;;;;
1,734;97,031;0,129;4,680;;;;;;
1,735;97,031;0,129;4,680;;;;;;
1,736;96,680;0,141;4,660;;;;;;
1,737;96,680;0,141;4,660;;;;;;
1,738;96,328;0,140;4,684;;;;;;
1,739;96,328;0,140;4,684;;;;;;
1,74;95,977;0,133;4,668;;;;;;
1,741;95,977;0,133;4,668;;;;;;
1,742;95,625;0,134;4,620;;;;;;
1,743;95,625;0,134;4,620;;;;;;
1,744;95,186;0,138;4,616;;;;;;
1,745;95,186;0,138;4,616;;;;;;
1,746;94,834;0,140;4,628;;;;;;
1,747;94,834;0,140;4,628;;;;;;
1,748;94,395;0,134;4,608;;;;;;
1,749;94,395;0,134;4,608;;;;;;
1,75;94,043;0,131;4,604;;;;;;
1,751;94,043;0,131;4,604;;;;;;
1,752;93,604;0,128;4,628;;;;;;
1,753;93,604;0,128;4,628;;;;;;
1,754;93,340;0,131;4,628;;;;;;
1,755;93,340;0,131;4,628;;;;;;
1,756;92,988;0,131;4,608;;;;;;
1,757;92,988;0,131;4,608;;;;;;
1,758;92,549;0,127;4,604;;;;;;
1,759;92,549;0,127;4,604;;;;;;
1,76;92,285;0,129;4,624;;;;;;
1,761;92,285;0,129;4,624;;;;;;
1,762;91,934;0,134;4,628;;;;;;
1,763;91,934;0,134;4,628;;;;;;
1,764;91,670;0,143;4,636;;;;;;
1,765;91,670;0,143;4,636;;;;;;
1,766;91,318;0,139;4,628;;;;;;
1,767;91,318;0,139;4,628;;;;;;
1,768;91,143;0,138;4,616;;;;;;
1,769;91,143;0,138;4,616;;;;;;
1,77;90,703;0,142;4,620;;;;;;
1,771;90,703;0,142;4,620;;;;;;
1,772;90,439;0,135;4,624;;;;;;
1,773;90,439;0,135;4,624;;;;;;
1,774;90,088;0,124;4,612;;;;;;
1,775;90,088;0,124;4,612;;;;;;
1,776;89,648;0,121;4,584;;;;;;
1,777;89,648;0,121;4,584;;;;;;
1,778;89,385;0,115;4,596;;;;;;
1,779;89,385;0,115;4,596;;;;;;
1,78;88,945;0,120;4,612;;;;;;
1,781;88,945;0,120;4,612;;;;;;
1,782;88,594;0,124;4,604;;;;;;
1,783;88,594;0,124;4,604;;;;;;
1,784;88,242;0,124;4,652;;;;;;
1,785;88,242;0,124;4,652;;;;;;
1,786;87,891;0,130;4,648;;;;;;
1,787;87,891;0,130;4,648;;;;;;
1,788;87,539;0,135;4,660;;;;;;
1,789;87,539;0,135;4,660;;;;;;
1,79;87,188;0,128;4,668;;;;;;
1,791;87,188;0,128;4,668;;;;;;
1,792;86,836;0,133;4,644;;;;;;
1,793;86,836;0,133;4,644;;;;;;
1,794;86,484;0,132;4,620;;;;;;
1,795;86,484;0,132;4,620;;;;;;
1,796;86,133;0,122;4,624;;;;;;
1,797;86,133;0,122;4,624;;;;;;
1,798;85,781;0,127;4,624;;;;;;
1,799;85,781;0,127;4,624;;;;;;
1,8;85,430;0,124;4,612;;;;;;
1,801;85,430;0,124;4,612;;;;;;
1,802;84,990;0,120;4,636;;;;;;
1,803;84,990;0,120;4,636;;;;;;
1,804;84,727;0,133;4,632;;;;;;
1,805;84,727;0,133;4,632;;;;;;
1,806;84,375;0,131;4,636;;;;;;
1,807;84,375;0,131;4,636;;;;;;
1,808;84,023;0,130;4,668;;;;;;
1,809;84,023;0,130;4,668;;;;;;
1,81;83,672;0,133;4,660;;;;;;
1,811;83,672;0,133;4,660;;;;;;
1,812;83,232;0,134;4,632;;;;;;
1,813;83,232;0,134;4,632;;;;;;
1,814;82,881;0,127;4,660;;;;;;
1,815;82,881;0,127;4,660;;;;;;
1,816;82,529;0,138;4,624;;;;;;
1,817;82,529;0,138;4,624;;;;;;
1,818;82,090;0,132;4,628;;;;;;
1,819;82,090;0,132;4,628;;;;;;
1,82;81,650;0,139;4,636;;;;;;
1,821;81,650;0,139;4,636;;;;;;
1,822;81,299;0,135;4,616;;;;;;
1,823;81,299;0,135;4,616;;;;;;
1,824;80,947;0,134;4,616;;;;;;
1,825;80,947;0,134;4,616;;;;;;
1,826;80,684;0,134;4,644;;;;;;
1,827;80,684;0,134;4,644;;;;;;
1,828;80,332;0,134;4,616;;;;;;
1,829;80,332;0,134;4,616;;;;;;
1,83;79,980;0,128;4,632;;;;;;
1,831;79,980;0,128;4,632;;;;;;
1,832;79,629;0,134;4,624;;;;;;
1,833;79,629;0,134;4,624;;;;;;
1,834;79,541;0,126;4,632;;;;;;
1,835;79,541;0,126;4,632;;;;;;
1,836;79,189;0,127;4,640;;;;;;
1,837;79,189;0,127;4,640;;;;;;
1,838;78,750;0,131;4,632;;;;;;
1,839;78,750;0,131;4,632;;;;;;
1,84;78,398;0,129;4,620;;;;;;
1,841;78,398;0,129;4,620;;;;;;
1,842;77,871;0,129;4,636;;;;;;
1,843;77,871;0,129;4,636;;;;;;
1,844;77,520;0,131;4,612;;;;;;
1,845;77,520;0,131;4,612;;;;;;
1,846;77,168;0,127;4,620;;;;;;
1,847;77,168;0,127;4,620;;;;;;
1,848;76,729;0,128;4,624;;;;;;
1,849;76,729;0,128;4,624;;;;;;
1,85;76,289;0,131;4,612;;;;;;
1,851;76,289;0,131;4,612;;;;;;
1,852;75,850;0,126;4,636;;;;;;
1,853;75,850;0,126;4,636;;;;;;
1,854;75,498;0,128;4,644;;;;;;
1,855;75,498;0,128;4,644;;;;;;
1,856;75,059;0,133;4,648;;;;;;
1,857;75,059;0,133;4,648;;;;;;
1,858;74,707;0,121;4,676;;;;;;
1,859;74,707;0,121;4,676;;;;;;
1,86;74,355;0,126;4,664;;;;;;
1,861;74,355;0,126;4,664;;;;;;
1,862;73,916;0,125;4,644;;;;;;
1,863;73,916;0,125;4,644;;;;;;
1,864;73,564;0,122;4,644;;;;;;
1,865;73,564;0,122;4,644;;;;;;
1,866;73,125;0,128;4,636;;;;;;
1,867;73,125;0,128;4,636;;;;;;
1,868;72,773;0,127;4,616;;;;;;
1,869;72,773;0,127;4,616;;;;;;
1,87;72,422;0,120;4,648;;;;;;
1,871;72,422;0,120;4,648;;;;;;
1,872;71,982;0,132;4,636;;;;;;
1,873;71,982;0,132;4,636;;;;;;
1,874;71,543;0,134;4,640;;;;;;
1,875;71,543;0,134;4,640;;;;;;
1,876;71,191;0,128;4,668;;;;;;
1,877;71,191;0,128;4,668;;;;;;
1,878;70,840;0,139;4,660;;;;;;
1,879;70,840;0,139;4,660;;;;;;
1,88;70,400;0,134;4,660;;;;;;
1,881;70,400;0,134;4,660;;;;;;
1,882;69,961;0,133;4,684;;;;;;
1,883;69,961;0,133;4,684;;;;;;
1,884;69,521;0,132;4,644;;;;;;
1,885;69,521;0,132;4,644;;;;;;
1,886;69,170;0,132;4,640;;;;;;
1,887;69,170;0,132;4,640;;;;;;
1,888;68,643;0,131;4,648;;;;;;
1,889;68,643;0,131;4,648;;;;;;
1,89;68,291;0,133;4,632;;;;;;
1,891;68,291;0,133;4,632;;;;;;
1,892;67,852;0,131;4,628;;;;;;
1,893;67,852;0,131;4,628;;;;;;
1,894;67,412;0,134;4,640;;;;;;
1,895;67,412;0,134;4,640;;;;;;
1,896;66,973;0,137;4,652;;;;;;
1,897;66,973;0,137;4,652;;;;;;
1,898;66,621;0,136;4,640;;;;;;
1,899;66,621;0,136;4,640;;;;;;
1,9;66,182;0,142;4,644;;;;;;
1,901;66,182;0,142;4,644;;;;;;
1,902;65,830;0,141;4,648;;;;;;
1,903;65,830;0,141;4,648;;;;;;
1,904;65,391;0,136;4,652;;;;;;
1,905;65,391;0,136;4,652;;;;;;
1,906;65,039;0,143;4,660;;;;;;
1,907;65,039;0,143;4,660;;;;;;
1,908;64,600;0,126;4,632;;;;;;
1,909;64,600;0,126;4,632;;;;;;
1,91;64,248;0,123;4,640;;;;;;
1,911;64,248;0,123;4,640;;;;;;
1,912;63,809;0,124;4,616;;;;;;
1,913;63,809;0,124;4,616;;;;;;
1,914;63,369;0,126;4,616;;;;;;
1,915;63,369;0,126;4,616;;;;;;
1,916;63,018;0,121;4,632;;;;;;
1,917;63,018;0,121;4,632;;;;;;
1,918;62,490;0,130;4,616;;;;;;
1,919;62,490;0,130;4,616;;;;;;
1,92;62,051;0,135;4,636;;;;;;
1,921;62,051;0,135;4,636;;;;;;
1,922;61,611;0,134;4,660;;;;;;
1,923;61,611;0,134;4,660;;;;;;
1,924;61,172;0,142;4,660;;;;;;
1,925;61,172;0,142;4,660;;;;;;
1,926;60,732;0,132;4,688;;;;;;
1,927;60,732;0,132;4,688;;;;;;
1,928;60,293;0,132;4,684;;;;;;
1,929;60,293;0,132;4,684;;;;;;
1,93;59,854;0,129;4,648;;;;;;
1,931;59,854;0,129;4,648;;;;;;
1,932;59,414;0,115;4,628;;;;;;
1,933;59,414;0,115;4,628;;;;;;
1,934;58,887;0,116;4,632;;;;;;
1,935;58,887;0,116;4,632;;;;;;
1,936;58,447;0,118;4,608;;;;;;
1,937;58,447;0,118;4,608;;;;;;
1,938;58,008;0,118;4,620;;;;;;
1,939;58,008;0,118;4,620;;;;;;
1,94;57,568;0,127;4,652;;;;;;
1,941;57,568;0,127;4,652;;;;;;
1,942;57,129;0,133;4,652;;;;;;
1,943;57,129;0,133;4,652;;;;;;
1,944;56,689;0,128;4,692;;;;;;
1,945;56,689;0,128;4,692;;;;;;
1,946;56,338;0,136;4,680;;;;;;
1,947;56,338;0,136;4,680;;;;;;
1,948;55,898;0,135;4,684;;;;;;
1,949;55,898;0,135;4,684;;;;;;
1,95;55,371;0,122;4,672;;;;;;
1,951;55,371;0,122;4,672;;;;;;
1,952;54,932;0,129;4,652;;;;;;
1,953;54,932;0,129;4,652;;;;;;
1,954;54,404;0,125;4,628;;;;;;
1,955;54,404;0,125;4,628;;;;;;
1,956;53,877;0,120;4,648;;;;;;
1,957;53,877;0,120;4,648;;;;;;
1,958;53,350;0,126;4,632;;;;;;
1,959;53,350;0,126;4,632;;;;;;
1,96;52,910;0,125;4,628;;;;;;
1,961;52,910;0,125;4,628;;;;;;
1,962;52,471;0,126;4,680;;;;;;
1,963;52,471;0,126;4,680;;;;;;
1,964;52,031;0,135;4,676;;;;;;
1,965;52,031;0,135;4,676;;;;;;
1,966;51,504;0,137;4,672;;;;;;
1,967;51,504;0,137;4,672;;;;;;
1,968;50,977;0,138;4,652;;;;;;
1,969;50,977;0,138;4,652;;;;;;
1,97;50,625;0,139;4,656;;;;;;
1,971;50,625;0,139;4,656;;;;;;
1,972;50,186;0,135;4,652;;;;;;
1,973;50,186;0,135;4,652;;;;;;
1,974;49,658;0,137;4,652;;;;;;
1,975;49,658;0,137;4,652;;;;;;
1,976;49,219;0,129;4,632;;;;;;
1,977;49,219;0,129;4,632;;;;;;
1,978;48,691;0,123;4,624;;;;;;
1,979;48,691;0,123;4,624;;;;;;
1,98;48,252;0,122;4,636;;;;;;
1,981;48,252;0,122;4,636;;;;;;
1,982;47,813;0,123;4,616;;;;;;
1,983;47,813;0,123;4,616;;;;;;
1,984;47,285;0,126;4,636;;;;;;
1,985;47,285;0,126;4,636;;;;;;
1,986;46,758;0,138;4,636;;;;;;
1,987;46,758;0,138;4,636;;;;;;
1,988;46,230;0,139;4,648;;;;;;
1,989;46,230;0,139;4,648;;;;;;
1,99;45,703;0,136;4,660;;;;;;
1,991;45,703;0,136;4,660;;;;;;
1,992;45,176;0,144;4,652;;;;;;
1,993;45,176;0,144;4,652;;;;;;
1,994;44,736;0,131;4,632;;;;;;
1,995;44,736;0,131;4,632;;;;;;
1,996;44,209;0,126;4,644;;;;;;
1,997;44,209;0,126;4,644;;;;;;
1,998;43,682;0,123;4,604;;;;;;
1,999;43,682;0,123;4,604;;;;;;
2;43,154;0,108;4,604;;;;;;
2,001;43,154;0,108;4,604;;;;;;
2,002;42,627;0,111;4,624;;;;;;
2,003;42,627;0,111;4,624;;;;;;
2,004;42,100;0,124;4,612;;;;;;
2,005;42,100;0,124;4,612;;;;;;
2,006;41,572;0,131;4,640;;;;;;
2,007;41,572;0,131;4,640;;;;;;
2,008;41,045;0,131;4,656;;;;;;
2,009;41,045;0,131;4,656;;;;;;
2,01;40,605;0,145;4,664;;;;;;
2,011;40,605;0,145;4,664;;;;;;
2,012;40,078;0,132;4,676;;;;;;
2,013;40,078;0,132;4,676;;;;;;
2,014;39,551;0,126;4,668;;;;;;
2,015;39,551;0,126;4,668;;;;;;
2,016;39,023;0,124;4,624;;;;;;
2,017;39,023;0,124;4,624;;;;;;
2,018;38,496;0,112;4,616;;;;;;
2,019;38,496;0,112;4,616;;;;;;
2,02;37,881;0,112;4,620;;;;;;
2,021;37,881;0,112;4,620;;;;;;
2,022;37,354;0,114;4,604;;;;;;
2,023;37,354;0,114;4,604;;;;;;
2,024;36,738;0,118;4,636;;;;;;
2,025;36,738;0,118;4,636;;;;;;
2,026;36,299;0,127;4,672;;;;;;
2,027;36,299;0,127;4,672;;;;;;
2,028;35,771;0,130;4,668;;;;;;
2,029;35,771;0,130;4,668;;;;;;
2,03;35,156;0,128;4,692;;;;;;
2,031;35,156;0,128;4,692;;;;;;
2,032;34,629;0,131;4,684;;;;;;
2,033;34,629;0,131;4,684;;;;;;
2,034;34,014;0,131;4,648;;;;;;
2,035;34,014;0,131;4,648;;;;;;
2,036;33,574;0,115;4,632;;;;;;
2,037;33,574;0,115;4,632;;;;;;
2,038;33,047;0,116;4,632;;;;;;
2,039;33,047;0,116;4,632;;;;;;
2,04;32,607;0,114;4,624;;;;;;
2,041;32,607;0,114;4,624;;;;;;
2,042;32,080;0,124;4,652;;;;;;
2,043;32,080;0,124;4,652;;;;;;
2,044;31,553;0,127;4,652;;;;;;
2,045;31,553;0,127;4,652;;;;;;
2,046;31,113;0,125;4,664;;;;;;
2,047;31,113;0,125;4,664;;;;;;
2,048;30,586;0,125;4,688;;;;;;
2,049;30,586;0,125;4,688;;;;;;
2,05;29,971;0,133;4,688;;;;;;
2,051;29,971;0,133;4,688;;;;;;
2,052;29,443;0,133;4,668;;;;;;
2,053;29,443;0,133;4,668;;;;;;
2,054;28,828;0,121;4,648;;;;;;
2,055;28,828;0,121;4,648;;;;;;
2,056;28,213;0,137;4,636;;;;;;
2,057;28,213;0,137;4,636;;;;;;
2,058;27,598;0,128;4,632;;;;;;
2,059;27,598;0,128;4,632;;;;;;
2,06;26,982;0,131;4,644;;;;;;
2,061;26,982;0,131;4,644;;;;;;
2,062;26,367;0,126;4,640;;;;;;
2,063;26,367;0,126;4,640;;;;;;
2,064;25,840;0,124;4,652;;;;;;
2,065;25,840;0,124;4,652;;;;;;
2,066;25,313;0,124;4,684;;;;;;
2,067;25,313;0,124;4,684;;;;;;
2,068;24,697;0,132;4,652;;;;;;
2,069;24,697;0,132;4,652;;;;;;
2,07;24,258;0,132;4,652;;;;;;
2,071;24,258;0,132;4,652;;;;;;
2,072;23,643;0,140;4,644;;;;;;
2,073;23,643;0,140;4,644;;;;;;
2,074;23,203;0,135;4,636;;;;;;
2,075;23,203;0,135;4,636;;;;;;
2,076;22,764;0,130;4,644;;;;;;
2,077;22,764;0,130;4,644;;;;;;
2,078;22,236;0,136;4,648;;;;;;
2,079;22,236;0,136;4,648;;;;;;
2,08;21,621;0,129;4,628;;;;;;
2,081;21,621;0,129;4,628;;;;;;
2,082;21,094;0,123;4,632;;;;;;
2,083;21,094;0,123;4,632;;;;;;
2,084;20,566;0,126;4,616;;;;;;
2,085;20,566;0,126;4,616;;;;;;
2,086;19,951;0,118;4,640;;;;;;
2,087;19,951;0,118;4,640;;;;;;
2,088;19,424;0,120;4,652;;;;;;
2,089;19,424;0,120;4,652;;;;;;
2,09;18,809;0,133;4,652;;;;;;
2,091;18,809;0,133;4,652;;;;;;
2,092;18,105;0,133;4,640;;;;;;
2,093;18,105;0,133;4,640;;;;;;
2,094;17,578;0,128;4,648;;;;;;
2,095;17,578;0,128;4,648;;;;;;
2,096;17,051;0,137;4,632;;;;;;
2,097;17,051;0,137;4,632;;;;;;
2,098;16,523;0,133;4,628;;;;;;
2,099;16,523;0,133;4,628;;;;;;
2,1;15,996;0,120;4,636;;;;;;
2,101;15,996;0,120;4,636;;;;;;
2,102;15,381;0,121;4,616;;;;;;
2,103;15,381;0,121;4,616;;;;;;
2,104;14,766;0,116;4,640;;;;;;
2,105;14,766;0,116;4,640;;;;;;
2,106;14,326;0,119;4,652;;;;;;
2,107;14,326;0,119;4,652;;;;;;
2,108;13,799;0,125;4,640;;;;;;
2,109;13,799;0,125;4,640;;;;;;
2,11;13,184;0,129;4,684;;;;;;
2,111;13,184;0,129;4,684;;;;;;
2,112;12,656;0,125;4,672;;;;;;
2,113;12,656;0,125;4,672;;;;;;
2,114;12,129;0,130;4,648;;;;;;
2,115;12,129;0,130;4,648;;;;;;
2,116;11,514;0,116;4,648;;;;;;
2,117;11,514;0,116;4,648;;;;;;
2,118;10,898;0,121;4,648;;;;;;
2,119;10,898;0,121;4,648;;;;;;
2,12;10,371;0,121;4,624;;;;;;
2,121;10,371;0,121;4,624;;;;;;
2,122;9,756;0,117;4,644;;;;;;
2,123;9,756;0,117;4,644;;;;;;
2,124;9,141;0,119;4,668;;;;;;
2,125;9,141;0,119;4,668;;;;;;
2,126;8,613;0,125;4,668;;;;;;
2,127;8,613;0,125;4,668;;;;;;
2,128;7,998;0,115;4,680;;;;;;
2,129;7,998;0,115;4,680;;;;;;
2,13;7,471;0,121;4,680;;;;;;
2,131;7,471;0,121;4,680;;;;;;
2,132;6,943;0,125;4,656;;;;;;
2,133;6,943;0,125;4,656;;;;;;
2,134;6,416;0,118;4,652;;;;;;
2,135;6,416;0,118;4,652;;;;;;
2,136;5,889;0,123;4,648;;;;;;
2,137;5,889;0,123;4,648;;;;;;
2,138;5,361;0,123;4,644;;;;;;
2,139;5,361;0,123;4,644;;;;;;
2,14;4,746;0,118;4,676;;;;;;
2,141;4,746;0,118;4,676;;;;;;
2,142;4,219;0,125;4,668;;;;;;
2,143;4,219;0,125;4,668;;;;;;
2,144;3,691;0,123;4,668;;;;;;
2,145;3,691;0,123;4,668;;;;;;
2,146;3,076;0,127;4,692;;;;;;
2,147;3,076;0,127;4,692;;;;;;
2,148;2,461;0,129;4,684;;;;;;
2,149;2,461;0,129;4,684;;;;;;
2,15;1,934;0,122;4,660;;;;;;
2,151;1,934;0,122;4,660;;;;;;
2,152;1,230;0,118;4,664;;;;;;
