timestamp_Angle_DEG;Angle_DEG;Current_A;Voltage_V
1701901054358;330,99609375;0,004669189453125;0,6479998826980591
1701901054359;330,99609375;0,0002288818359375;0,6479998826980591
1701901054360;330,99609375;0,016845703125;-1,4759999513626099
1701901054361;330,99609375;0,0167999267578125;-1,5119999647140503
1701901054362;330,99609375;0,0555267333984375;-1,5880000591278076
1701901054363;330,99609375;0,1264801025390625;-1,6679999828338623
1701901054364;330,99609375;0,192901611328125;-1,3040000200271606
1701901054365;330,99609375;0,260284423828125;-0,8799999952316284
1701901054366;330,99609375;0,2603302001953125;-0,8840000033378601
1701901054367;330,99609375;0,248565673828125;0,02799999713897705
1701901054368;330,99609375;0,213958740234375;0,14399999380111694
1701901054369;330,99609375;0,15362548828125;0,4520000219345093
1701901054370;330,99609375;0,09246826171875;0,24800002574920654
1701901054371;330,99609375;0,0254974365234375;0,5479999780654907
1701901054372;330,99609375;0,00311279296875;-1,3639999628067017
1701901054373;330,99609375;0,027099609375;-1,5119999647140503
1701901054374;330,99609375;0,0678863525390625;-1,5640000104904175
1701901054375;330,99609375;0,0678863525390625;-1,6160000562667847
1701901054376;330,99609375;0,12689208984375;-1,6720000505447388
1701901054377;330,99609375;0,1777496337890625;-1,0880000591278076
1701901054378;330,99609375;0,249481201171875;-0,8880000114440918
1701901054379;330,99609375;0,26806640625;-0,8840000033378601
1701901054380;330,99609375;0,2450408935546875;0,08399999141693115
1701901054381;330,99609375;0,205902099609375;0,156000018119812
1701901054382;330,99609375;0,157012939453125;0,2839999794960022
1701901054383;330,99609375;0,1102294921875;0,031999945640563965
1701901054384;330,99609375;0,04669189453125;0,46399998664855957
1701901054385;330,99609375;0,00860595703125;0,32799994945526123
1701901054386;330,99609375;0,039642333984375;-1,6239999532699585
1701901054387;330,99609375;0,0852813720703125;-1,6239999532699585
1701901054388;330,99609375;0,1278533935546875;-1,659999966621399
1701901054389;330,99609375;0,1278533935546875;-1,7280000448226929
1701901054390;330,99609375;0,172943115234375;-0,9160000085830688
1701901054391;330,99609375;0,2394561767578125;-0,8759999871253967
1701901054392;330,99609375;0,2713165283203125;-0,8600000143051147
1701901054393;330,99609375;0,2433929443359375;0,016000032424926758
1701901054394;330,99609375;0,1996307373046875;0,14800000190734863
1701901054395;330,99609375;0,1612701416015625;-0,12800002098083496
1701901054396;330,99609375;0,12725830078125;-0,09599995613098145
1701901054397;330,99609375;0,06683349609375;0,36399996280670166
1701901054398;330,99609375;0,017578125;0,7280001640319824
1701901054399;330,99609375;0,053741455078125;-1,684000015258789
1701901054400;330,99609375;0,1025848388671875;-1,7400000095367432
1701901054401;330,99609375;0,126708984375;-1,7400000095367432
1701901054402;330,99609375;0,1655731201171875;-0,8640000224113464
1701901054403;330,99609375;0,2283782958984375;-0,8759999871253967
1701901054404;330,99609375;0,2290191650390625;-0,828000009059906
1701901054405;330,99609375;0,2720947265625;-0,7360000014305115
1701901054406;330,99609375;0,24188232421875;0,1640000343322754
1701901054407;330,99609375;0,194183349609375;-0,3479999899864197
1701901054408;330,99609375;0,1706085205078125;-0,2680000066757202
1701901054409;330,99609375;0,143646240234375;0,18800008296966553
1701901054410;330,99609375;0,0910491943359375;0,6080000400543213
1701901054411;330,99609375;0,0428009033203125;0,6080000400543213
1701901054412;330,99609375;0,06903076171875;-1,6519999504089355
1701901054413;330,99609375;0,11572265625;-1,7079999446868896
1701901054414;330,99609375;0,1270751953125;-1,284000039100647
1701901054415;330,99609375;0,15838623046875;-1,284000039100647
1701901054416;330,99609375;0,2149658203125;-0,8880000114440918
